:START_ID,jobs,:END_ID,:TYPE
6aa9ae1bf1e0e2a19f4f7fae09ce7e94,董事,000036,employ_of
64ce2c1f9947541b93750ad77f36ef22,董事,000036,employ_of
94f2c75d3c4ce4c4f6bb488548d2835f,独立董事,000036,employ_of
424b4ed42ddb7f854e4dd4e8b8615780,独立董事,000036,employ_of
cc51d6a756dc27b5e0652b9d42a81905,独立董事,000036,employ_of
e34a48fce98b36667c46695d60b7f8bd,独立董事,000036,employ_of
e1052e1456a32d3c33321016e06a043a,董事长/董事,000037,employ_of
76e3c3d1ed521b0f0c83fccd6e09e977,副董事长/董事,000037,employ_of
bba3a13251377d4fa5f73c04638c7c7d,董事,000037,employ_of
6b24df8c3bcedc874afbb9554c00e995,董事,000037,employ_of
1db0b9758ff854e39b69f1edf4595d18,董事,000037,employ_of
d5d989c15c0bde9f4adca836529690ca,董事,000037,employ_of
24a07c5937a7bb84c42527327c1ee1cc,独立董事,000037,employ_of
ed5ac5eaaea3abba7aab7fd92c4bde12,独立董事,000037,employ_of
06faf22911b5dd413ee0655402ed3868,独立董事,000037,employ_of
c36403dd8b1cc67b083feee021b308d8,董事长/董事,000038,employ_of
19368a0b74481104f2eab4ae129e277a,副董事长/董事,000038,employ_of
416ba9877a8636eb80df70395354ce12,董事,000038,employ_of
6c2a7ce59a35644b87367719cfee9fb3,董事,000038,employ_of
f1130f59aefa7750839a0ed9f28fdeb1,董事,000038,employ_of
7afd6f71bbe2d761248aa41eafb64ca9,董事,000038,employ_of
4c2cd9fa3d00270441d461d34e960f7d,独立董事,000038,employ_of
9ede6ecf13d9c9bd98a4be4f96263c49,独立董事,000038,employ_of
8ca80d400983df3736cbd44bd49db62f,独立董事,000038,employ_of
4da810a2e3f46142945d5a85a83f3d68,董事长/非执行董事,000039,employ_of
7b5f2d0f6f61b8ca9ac9d06504d053c8,副董事长/非执行董事,000039,employ_of
30eca368aae5c75fe1d3c3fa12ba30cb,执行董事,000039,employ_of
c7c3a02930bd5afdde7c5d7ff898213e,非执行董事,000039,employ_of
ee9c5e9d96e25b5a2fa1e92e7f20b044,非执行董事,000039,employ_of
1742c7660dfef6340388aeb11829c87f,独立非执行董事,000039,employ_of
7c22fbf5cd24dd361066afc6fb1b3942,独立非执行董事,000039,employ_of
51b563499f00d40dc21ba18dfde66eff,独立非执行董事,000039,employ_of
1e99c6b01aaa0e9ce4af5b1313f1eada,董事长/董事,000040,employ_of
c71cd7ea66c34b811a8e1c694ef812a1,董事,000040,employ_of
0d681caa0836638fde133cdb06710245,董事,000040,employ_of
c81d7f08029d65612a5ff7b65cce2a02,董事,000040,employ_of
441ba7831d6e6e92b6dd44c90743f2d0,董事,000040,employ_of
7ecf27488c87d8e3257a1950cc816f6b,董事,000040,employ_of
4913b4869068546ec70c9709a7abcf98,独立董事,000040,employ_of
b0793730afaa3d11a7ed8dd4b0065ffa,独立董事,000040,employ_of
14e828a29c38c60aafe23d5b159860a2,独立董事,000040,employ_of
07eb4625ef31af6bd955d49199ae52ab,独立董事,000040,employ_of
35be92fa5a5eb97a373186632165a53e,职工董事,000040,employ_of
048d57446383b8d8013cdfef60514d31,董事长/董事,000042,employ_of
31eb828d8b30cd2a07de67fb32f658e1,副董事长/董事,000042,employ_of
a33386ee5db6c27d4d74ab33c5753660,董事,000042,employ_of
0122737c4bfe071ceb187cfb85f7d910,董事,000042,employ_of
5d1b8b40bcd3610af060ad337d2237ef,董事,000042,employ_of
8a4be62de1958ce6d6cc9082d7e38833,董事,000042,employ_of
21e371b2797b79c051b7d1d252589818,独立董事,000042,employ_of
12249e18e5f07a57129a95cf73b91c70,独立董事,000042,employ_of
e7c1c44762bc02e0aad9f14300575541,独立董事,000042,employ_of
c2e679c9cdbcf58b21d5403ba7abb013,董事长/董事,000043,employ_of
7c95816d733f1f3f6aa545af5e2fee16,董事,000043,employ_of
3a7e8b87a9e70b66baeecd6631cc73e5,董事,000043,employ_of
ee6b339f6439d52ce3343c87e2f0805b,董事,000043,employ_of
d232664c122e90678bcc91e3834f947c,董事,000043,employ_of
b2a50e79e451fa0c0c5a588000086b28,董事,000043,employ_of
bc6060dcbb69e6071c9bea9287fc8e1c,独立董事,000043,employ_of
091c37b425e47741c329077ccd30a1b3,独立董事,000043,employ_of
a98646475c98f0a3e2bb74fe29b6cd12,独立董事,000043,employ_of
9444421acc3dea297073c775d3e8fcd1,董事长/董事,000045,employ_of
449680396120b1f25ea7ae4e250c85cf,董事,000045,employ_of
56d643c2e97577cb3f56215cfd986d88,董事,000045,employ_of
08ef369686630890dd7d4d17537ecb47,董事,000045,employ_of
eb5b881130e9648149aadc9665acea00,董事,000045,employ_of
e002177841da28088bb8912aafbd84cf,董事,000045,employ_of
a7acdc9f61a990d3d669a17837aec5ef,独立董事,000045,employ_of
d049ef51bdffcd617e66fc4c34a2ab2b,独立董事,000045,employ_of
f6654cde8ab8a6e2c9ccb8313dd20615,独立董事,000045,employ_of
4e588c59ef240c11963bc48dd6cfd491,董事长/董事,000046,employ_of
571c58b27d86d2eeeca47e32486a8879,副董事长/董事,000046,employ_of
b3e8fac7c5d5a2263536d72c47c351b6,董事,000046,employ_of
dbccdef49d82c64edcc85a5bcad08731,董事,000046,employ_of
25fecf30381af8ee7eace472b49a72f7,董事,000046,employ_of
ab779408279f72afc1eef3385d346f0d,董事,000046,employ_of
20a4076b4734847e24f66bd6a2d53653,董事,000046,employ_of
d1863db1d195e91faa941fa2e256880a,董事,000046,employ_of
d043001ccbdd6bb680be184d65874ff6,董事,000046,employ_of
d0036238079169318af299a59f0f72f6,董事,000046,employ_of
fccb05c8cc6ecbde6a1e2fa1ac647de9,董事,000046,employ_of
8168161a4d1957f6170c791d75a703f3,董事,000046,employ_of
2c7dea335ed8ddb8dcb3aed8d557d83e,独立董事,000046,employ_of
4a93ef905add610462c293f94b5e2df5,独立董事,000046,employ_of
27a39dcec36db00decc4ac8c5388bb15,独立董事,000046,employ_of
295bc6235f7e5589db4d4869f9b79633,独立董事,000046,employ_of
9abf7fdda5947c22623552547f35e2d8,独立董事,000046,employ_of
50a22d85bc9ed97ab4527a2949367495,独立董事,000046,employ_of
204513dca7e051d0bf4d1ee9c6680629,董事长/董事,000047,employ_of
05e47e3cb2aed0472155875d330c54bb,副董事长/董事,000047,employ_of
